key;title;author;booktitle;year;abstract;keywords;organization;type;reviewers;review;decision
journals/jmlr/YunV12;Quilting Stochastic Kronecker Product Graphs to Generate Multiplicative Attribute Graphs.;Hyokun Yun|S. V. N. Vishwanathan;AISTATS;2012;Est sed aliquam est dolorem dolore.;Semantic Data|Big Data;United Arab Emirates University;university;Matthias Wille|Shiyang Huang|Chase E. Thiel;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/jmlr/SharpnackSR12;Sparsistency of the Edge Lasso over Graphs.;Aarti Singh|Alessandro Rinaldo|James Sharpnack;AISTATS;2012;Est sed aliquam est dolorem dolore.;Machine Learning;University College Dublin;university;Gigliola Vaglini|Gabriel Ciobanu|Grant R. Brammer;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/jmlr/ForbesDGBD10;A Weighted Multi-Sequence Markov Model For Brain Lesion Segmentation.;Christian Barillot|Daniel García-Lorenzo|Florence Forbes|Michel Dojat|Senan Doyle;AISTATS;2010;Est sed aliquam est dolorem dolore.;Big Data|Computer Networks;Rice University;university;Zivile Valuckiene|Jennifer Roecklein-Canfield|Alexandra Kapeller;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/jmlr/CourvilleBB11;A Spike and Slab Restricted Boltzmann Machine.;Aaron C. Courville|James Bergstra|Yoshua Bengio;AISTATS;2011;Est sed aliquam est dolorem dolore.;Big Data|Data Structures|NLP;University of JyvÃ¤skylÃ¤;university;Ahmad Peivandi|Lucas Herrenbrueck|Claudia Herresthal;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/jmlr/SiddiqiGM07;Fast State Discovery for HMM Model Selection and Learning.;Andrew W. Moore 0001|Geoffrey J. Gordon|Sajid M. Siddiqi;AISTATS;2007;Est sed aliquam est dolorem dolore.;Machine Learning;Technical University of Madrid;university;Thomas Tröger|Philipp Kircher|Sylvia C. Pont;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/jmlr/DalalyanC12;Wilks' phenomenon and penalized likelihood-ratio test for nonparametric curve registration.;Arnak S. Dalalyan|Olivier Collier;AISTATS;2012;Est sed aliquam est dolorem dolore.;Semantic Data|Big Data|Data Mining;Lomonosov Moscow State University;university;Alan Zimmerman|Avleen Singh Bijral|Flavio Corradini;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/jmlr/JainKT12;Differentially Private Online Learning.;Abhradeep Thakurta|Prateek Jain 0002|Pravesh Kothari;COLT;2012;Est sed aliquam est dolorem dolore.;Data Mining|Data Engineering|Semantic Data;Mahidol University;university;Juan Anderson|Monica Nesi|Camille Salinesi;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/jmlr/YuKRR09;Active Sensing.;Balaji Krishnapuram|R. Bharat Rao|Rómer Rosales|Shipeng Yu;AISTATS;2009;Est sed aliquam est dolorem dolore.;Data Structures;University of AlcalÃ¡;university;Amber D. Elkins|Seungjin Han|Jie Liang 0002;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/jmlr/TangM12;Multiresolution Deep Belief Networks.;Abdel-rahman Mohamed|Yichuan Tang;AISTATS;2012;Est sed aliquam est dolorem dolore.;Data Mining;University of Strathclyde;university;Franchesca Nestor|Rod Garratt|John Duggan;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/jmlr/ErikssonBN12;High-Rank Matrix Completion.;Brian Eriksson|Laura Balzano|Robert D. Nowak;AISTATS;2012;Est sed aliquam est dolorem dolore.;Data Engineering|Data Mining|High Performance Computing;University of Copenhagen;university;Yury V. Logvinenko|Dena Plemmons|Jia Zhu;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/jmlr/BodoMC11;Active Learning with Clustering.;Lehel Csató|Zalán Bodó|Zsolt Minier;Active Learning and Experimental Design @ AISTATS;2011;Est sed aliquam est dolorem dolore.;Data Mining|Semantic Data|NLP;University of Rennes 1;university;Artyom Shneyerov|Luiz Marivando Barros|Birgit Wendholt;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/jmlr/ChenXWCK12;Classifier Cascade for Minimizing Feature Evaluation Cost.;Dor Kedem|Kilian Q. Weinberger|Minmin Chen|Olivier Chapelle|Zhixiang Eddie Xu;AISTATS;2012;Est sed aliquam est dolorem dolore.;Data Structures|Relational Databases;Columbia University;university;Sanjoy Dasgupta|K. H. Kim|Richard P. McLean;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/jmlr/AgakovOS12;Discriminative Mixtures of Sparse Latent Fields for Risk Management.;Amos J. Storkey|Felix V. Agakov|Peter Orchard;AISTATS;2012;Est sed aliquam est dolorem dolore.;NLP|Machine Learning;Saint Louis University;university;Duan Li 0002|F. Kübler|Kazem Alemzadeh;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/jmlr/ShamirT11;Spectral Clustering on a Budget.;Naftali Tishby|Ohad Shamir;AISTATS;2011;Est sed aliquam est dolorem dolore.;NLP|Computer Networks;University of Maryland, Baltimore;university;Sheetal Swaroop Payyavula|Jianwu Wang 0001|Vida Jeremic Stojkovic;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/jmlr/Pena11;Faithfulness in Chain Graphs: The Gaussian Case.;José M. Peña 0001;AISTATS;2011;Est sed aliquam est dolorem dolore.;High Performance Computing|NLP|Computer Networks;Leipzig University;university;Gethin Norman|Wolfgang Kleinöder|Levent Ülkü;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/jmlr/TrampusG10;Visualization of Online Discussion Forums.;Marko Grobelnik|Mitja Trampus;WAPA;2010;Est sed aliquam est dolorem dolore.;NLP|Relational Databases|Data Structures;Queens College, City University of New York;university;Earl D. McCoy|Stéphane Viollet|Hung V. Nguyen;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/jmlr/KoideSOKM11;Estimating Diffusion Probability Changes for AsIC-SIS Model.;Akihiro Koide|Hiroshi Motoda|Kazumi Saito|Kouzou Ohara|Masahiro Kimura;ACML;2011;Est sed aliquam est dolorem dolore.;Relational Databases|Data Engineering|Big Data;Facebook;company;Xinpei Ma|Micah Jones|Francesca Carapella;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/jmlr/Garcia-SaizZ11;Comparing classification methods for predicting distance students' performance.;Diego García-Saiz|Marta E. Zorrilla;WAPA;2011;Est sed aliquam est dolorem dolore.;NLP|High Performance Computing|Computer Networks;University of Hertfordshire;university;Brian S. Hooker|Francine Diener|Ping He;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/jmlr/TrapeznikovSC12;Multi-Stage Classifier Design.;David A. Castañón|Kirill Trapeznikov|Venkatesh Saligrama;ACML;2012;Est sed aliquam est dolorem dolore.;High Performance Computing;Swiss Life Holding;company;Garth Baughman|Rui Fukui|Christoph Benzmüller;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/jmlr/SohnK12;Joint Estimation of Structured Sparsity and Output Structure in Multiple-Output Regression via Inverse-Covariance Regularization.;Kyung-Ah Sohn|Seyoung Kim;AISTATS;2012;Est sed aliquam est dolorem dolore.;Data Engineering|Big Data;University of New Hampshire;university;Iñigo de Miguel Beriain|Aida Aleksanyan|Alexandre Frias Faria;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/jmlr/JalaliRVS11;On Learning Discrete Graphical Models using Group-Sparse Regularization.;Ali Jalali|Pradeep Ravikumar|Sujay Sanghavi|Vishvas Vasuki;AISTATS;2011;Est sed aliquam est dolorem dolore.;Big Data;Panasonic;company;Alfred Müller|Dan E. Browne|Jan Wilms;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/jmlr/Saeed10;The Use of Bernoulli Mixture Models for Identifying Corners of a Hypercube and Extracting Boolean Rules From Data.;Mehreen Saeed;NIPS Causality: Objectives and Assessment;2010;Est sed aliquam est dolorem dolore.;Data Structures|Semantic Data|Computer Networks;Texas A&M Health Science Center;university;Virgilio Mattoli|Suzana Andova|Alina Beygelzimer;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/jmlr/BaiWGCCM10;Half Transductive Ranking.;Bing Bai|Corinna Cortes|David Grangier|Jason Weston|Mehryar Mohri|Ronan Collobert;AISTATS;2010;Est sed aliquam est dolorem dolore.;Computer Networks|NLP;University College Cork;university;Ruth L. Fischbach|Bjørn Haagensen|Juan Pablo Gama;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/jmlr/MurrayAM10;Elliptical slice sampling.;David J. C. MacKay|Iain Murray 0001|Ryan Prescott Adams;AISTATS;2010;Est sed aliquam est dolorem dolore.;Data Mining|Semantic Data;Deere & Company;company;Natacha Gueorguieva|Susanne Neubert|H. Peter Gumm;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/jmlr/McCannLMJ10;Causality Challenge: Benchmarking relevant signal components for effective monitoring and process control.;Adrian Johnston|Liam P. Maguire|Michael McCann|Yuhua Li 0001;NIPS Causality: Objectives and Assessment;2010;Est sed aliquam est dolorem dolore.;NLP|Data Structures;Keio University;university;Anastacio Arce|Jacek Rokicki|David E. Roberson;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/jmlr/KaufmannCG12;On Bayesian Upper Confidence Bounds for Bandit Problems.;Aurélien Garivier|Emilie Kaufmann|Olivier Cappé;AISTATS;2012;Est sed aliquam est dolorem dolore.;High Performance Computing|NLP|Semantic Data;University of Mississippi - Oxford Campus;university;Daniele Lezzi|Jian-Yun Nie|Arun Rajkumar;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/jmlr/Wood11;"Discussion of ""The Discrete Infinite Logistic Normal Distribution for Mixed-Membership Modeling"".";Frank D. Wood;AISTATS;2011;Est sed aliquam est dolorem dolore.;Data Engineering|Data Mining;Washington State University, Pullman;university;Michael Kallweit|Muhammad Younas 0001|Giuseppe Conti;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/jmlr/YamadaS11;Cross-Domain Object Matching with Model Selection.;Makoto Yamada|Masashi Sugiyama;AISTATS;2011;Est sed aliquam est dolorem dolore.;Big Data;University of Wisconsinâ€“Madison;university;Laurens Landeweerd|Chrysanthi Tziortzioti|Burton Voorhees;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/jmlr/HannekeY10;Negative Results for Active Learning with Convex Losses.;Liu Yang 0001|Steve Hanneke;AISTATS;2010;Est sed aliquam est dolorem dolore.;Relational Databases|Data Mining|Computer Networks;Danske Bank;company;Volker Sorge|Jan Christoph Schlegel|Arne Mauser;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/jmlr/LiZ11;A New Algorithm for Compressed Counting with Applications in Shannon Entropy Estimation in Dynamic Data.;Cun-Hui Zhang|Ping Li 0001;COLT;2011;Est sed aliquam est dolorem dolore.;Big Data;University of Bradford;university;Paul Roe|Kieran James Walsh|Giacomo Tamietti;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/jmlr/DanceZ11;Optimal and Robust Price Experimentation: Learning by Lottery.;Christopher R. Dance|Onno Zoeter;AISTATS;2011;Est sed aliquam est dolorem dolore.;Semantic Data;Sapienza University of Rome;university;Tianyi Zhou|Judit Dobránszki|Mirko Viroli;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/jmlr/NallapatiMM11;TopicFlow Model: Unsupervised Learning of Topic-specific Influences of Hyperlinked Documents.;Christopher D. Manning|Daniel A. McFarland|Ramesh Nallapati;AISTATS;2011;Est sed aliquam est dolorem dolore.;Semantic Data;Swiss Federal Institute of Technology in Zurich;university;Douglas N. Hoover|Steffen Ernsting|Katia Vila;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/jmlr/SoufianiA12;Graphlet decomposition of a weighted network.;Edoardo M. Airoldi|Hossein Azari Soufiani;AISTATS;2012;Est sed aliquam est dolorem dolore.;Data Structures|Semantic Data;University of Alberta;university;Leila Ribeiro 0001|Rui M. Castro|Elien Paret;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/jmlr/WanZF12;A Hybrid Neural Network-Latent Topic Model.;Leo Zhu|Li Wan|Rob Fergus;AISTATS;2012;Est sed aliquam est dolorem dolore.;Relational Databases;University of California, San Francisco;university;Russ Blake|Lisa K. Sykes|Luiz Alberto do Carmo Viana;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/jmlr/WeissT10;Structured Prediction Cascades.;Benjamin Taskar|David J. Weiss;AISTATS;2010;Est sed aliquam est dolorem dolore.;NLP|Semantic Data|Big Data;University of Bristol;university;Éric Oliver Paquette|Benjamín Barán|Sergei Severinov;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/jmlr/Niculescu-MizilPSSLMWXHSSZ09;Winning the KDD Cup Orange Challenge with Ensemble Selection.;Alexandru Niculescu-Mizil|Claudia Perlich|Dong Wang|Grzegorz Swirszcz|Jianying Hu|Jing Xiao|Moninder Singh|Prem Melville|Vikas Sindhwani|Wei Xiong Shang|Yan Liu 0002|Yanfeng Zhu 0001;KDD Cup;2009;Est sed aliquam est dolorem dolore.;High Performance Computing;University of Mons;university;Sina Khanmohammadi|Dong Ju Choi|Christopher J. C. Burges;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/jmlr/ChenTCCLTWCLLYCLWPSWKMCFNLLL12;A Linear Ensemble of Individual and Blended Models for Music Rating Prediction.;Chen-Hung Wu|Chen-Tse Tsai|Cheng-Hao Tsai|Chia-Mau Ni|Chieh-Yen Lin|Chien-Chih Wang|Chih-Jen Lin|Chun-Liang Li|Chun-Sung Ferng|Chung-Yi Li|Hsuan-Tien Lin|Ku-Chun Chou|Kuan-Wei Wu|Po-Lung Chen|Po-Wei Wang|Rong-Bing Chiu|Shou-De Lin|Shu-Hao Yu|Todd G. McKenzie|Tsung-Ting Kuo|Wei-Lun Su|Wei-Shih Lin|Ya-Hsuan Chang|Yao-Nan Chen|Yu-Cheng Chou;KDD Cup;2012;Est sed aliquam est dolorem dolore.;Data Structures|Semantic Data;Virginia Commonwealth University;university;Yohan Boichut|Thomas Seidl 0001|Hussein T. Mouftah;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/jmlr/UsunierBB10;Guarantees for Approximate Incremental SVMs.;Antoine Bordes|Léon Bottou|Nicolas Usunier;AISTATS;2010;Est sed aliquam est dolorem dolore.;Data Mining|Big Data;George Washington University;university;Fabio Zanasi|Pek Hoon Er|Alan Feinerman;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/jmlr/HazanK11b;A simple multi-armed bandit algorithm with optimal variation-bounded regret.;Elad Hazan|Satyen Kale;COLT;2011;Est sed aliquam est dolorem dolore.;Computer Networks;Wesfarmers;company;Stephanie S. Tilberry|Rogaia Mhemed|Wha-Chul Son;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/jmlr/KumarZT12;Message-Passing Algorithms for MAP Estimation Using DC Programming.;Akshat Kumar|Marc Toussaint|Shlomo Zilberstein;AISTATS;2012;Est sed aliquam est dolorem dolore.;Big Data|Relational Databases|NLP;Simon Fraser University;university;James Tin-Yau Kwok|Alexander A. Schmidt|Nargis Hossain;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/jmlr/MannorPS11;Robust approachability and regret minimization in games with partial monitoring.;Gilles Stoltz|Shie Mannor|Vianney Perchet;COLT;2011;Est sed aliquam est dolorem dolore.;Computer Networks|High Performance Computing;New York Medical College;university;Géraud L'Eplattenier|Rana Othman|Ryota Tomioka;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/jmlr/RakhlinST11;Online Learning: Beyond Regret.;Alexander Rakhlin|Ambuj Tewari|Karthik Sridharan;COLT;2011;Est sed aliquam est dolorem dolore.;Data Engineering|NLP;Juntendo University;university;Paul Seitlinger|Hanspeter A. Mallot|Marta Torres;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/jmlr/Garcia-GarciaW12;Divergences and Risks for Multiclass Experiments.;Dario García-García|Robert C. Williamson;COLT;2012;Est sed aliquam est dolorem dolore.;Machine Learning;Auburn University;university;Gintautas Garsva|Michael J. Bernstein|Arun Kulkarni;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/jmlr/SaeysLIWP08;Preface.;Huan Liu|Iñaki Inza|Louis Wehenkel|Yvan Saeys|Yves Van de Peer;FSDM;2008;Est sed aliquam est dolorem dolore.;Data Structures|Computer Networks;Ohio University;university;KamalEldin Mohamed|Obinna Anya|Rashid Munir;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/jmlr/Elidan12a;Lightning-speed Structure Learning of Nonlinear Continuous Networks.;Gal Elidan;AISTATS;2012;Est sed aliquam est dolorem dolore.;Computer Networks;Ludwig Maximilian University of Munich;university;Srideep Ghosh|Qian Wang|Alexander M. Petersen;Sed porro dolor numquam eius consectetur ipsum.;accepted
journals/jmlr/WangYCW12;Spatial Locality-Aware Sparse Coding and Dictionary Learning.;Jiang Wang 0001|Junsong Yuan|Ying Wu 0001|Zhuoyuan Chen;ACML;2012;Est sed aliquam est dolorem dolore.;NLP|Relational Databases;Nanyang Technological University;university;Matija Pretnar|Olha Shkaravska|Kevin Zúñiga Gárate;Sed porro dolor numquam eius consectetur ipsum.;accepted
